route,total_distance,speed_avg,temperature,slope,energy_consumption,source,Vehicle_Weight_kg
47,58855.77280406673,57.0,,0.0239569370863371,8580.0,Vicom/Kaggle,970.0
48,58711.22243903239,57.0,20.06606232642487,0.0260598422526907,9300.0,Vicom/Kaggle,1735.0
49,41107.847929323,137.0,,-0.015568822205001,5940.0,Vicom/Kaggle,970.0
50,40842.89680897342,137.0,22.84210528947368,-0.0168940265888722,6200.0,Vicom/Kaggle,1735.0
51,38588.20079989676,59.0,,0.0199543258563832,4950.0,Vicom/Kaggle,970.0
52,38457.39900156934,59.0,22.34259237962963,0.0231425527056954,5580.0,Vicom/Kaggle,1735.0
53,57050.28778565473,8.0,,-0.0199824106106571,7590.0,Vicom/Kaggle,970.0
54,58109.433749815,8.0,19.324758765273312,-0.0111857983239892,9300.0,Vicom/Kaggle,1735.0
55,37909.39314013966,112.0,,0.0245322523384608,4290.0,Vicom/Kaggle,970.0
56,37242.76469710972,112.0,12.739177512987013,0.0247028601271131,5580.0,Vicom/Kaggle,1735.0
57,17341.31633059108,108.0,,-0.0790045420417137,1650.0,Vicom/Kaggle,970.0
58,17149.099917674877,108.0,14.934931797945204,-0.0798901240028921,1860.0,Vicom/Kaggle,1735.0
1102,20757.508428820995,111.50736643582246,0.741770214307623,6.879445723818213,12054.316837893046,Vicom/Kaggle,1822.967367715762
1102,20757.508428820995,111.50736643582246,0.741770214307623,6.879445723818213,12054.316837893046,Vicom/Kaggle,2123.540799196672
1102,20757.508428820995,111.50736643582246,0.741770214307623,6.879445723818213,12054.316837893046,Vicom/Kaggle,1538.6488433477373
1102,20757.508428820995,111.50736643582246,0.741770214307623,6.879445723818213,12054.316837893046,Vicom/Kaggle,2397.3946764058846
1102,20757.508428820995,111.50736643582246,0.741770214307623,6.879445723818213,12054.316837893046,Vicom/Kaggle,1975.2620180197205
1435,642.9176296592819,48.61232334330797,-3.495516154077721,-3.007212319399515,4488.70104769729,Vicom/Kaggle,2091.8319138377155
1435,642.9176296592819,48.61232334330797,-3.495516154077721,-3.007212319399515,4488.70104769729,Vicom/Kaggle,1328.7426274816016
1435,642.9176296592819,48.61232334330797,-3.495516154077721,-3.007212319399515,4488.70104769729,Vicom/Kaggle,1890.954007723596
1435,642.9176296592819,48.61232334330797,-3.495516154077721,-3.007212319399515,4488.70104769729,Vicom/Kaggle,2202.368502769321
1435,642.9176296592819,48.61232334330797,-3.495516154077721,-3.007212319399515,4488.70104769729,Vicom/Kaggle,1434.712508823307
1435,642.9176296592819,48.61232334330797,-3.495516154077721,-3.007212319399515,4488.70104769729,Vicom/Kaggle,1911.877289186524
1435,642.9176296592819,48.61232334330797,-3.495516154077721,-3.007212319399515,4488.70104769729,Vicom/Kaggle,1928.0302069182608
1860,40842.82360003485,108.73332025589964,9.248274673124495,0.0295845262511011,11701.37693672586,Vicom/Kaggle,1816.7024972222569
1860,40842.82360003485,108.73332025589964,9.248274673124495,0.0295845262511011,11701.37693672586,Vicom/Kaggle,1814.311223580285
1860,40842.82360003485,108.73332025589964,9.248274673124495,0.0295845262511011,11701.37693672586,Vicom/Kaggle,2442.886410570427
1860,40842.82360003485,108.73332025589964,9.248274673124495,0.0295845262511011,11701.37693672586,Vicom/Kaggle,1402.4325070801788
1860,40842.82360003485,108.73332025589964,9.248274673124495,0.0295845262511011,11701.37693672586,Vicom/Kaggle,1322.1023894115165
1270,5305.228735924097,38.57948414974584,2.8684089901268166,8.27194304566259,7389.265564508191,Vicom/Kaggle,1283.1026415009658
1270,5305.228735924097,38.57948414974584,2.8684089901268166,8.27194304566259,7389.265564508191,Vicom/Kaggle,2484.5253326136726
1270,5305.228735924097,38.57948414974584,2.8684089901268166,8.27194304566259,7389.265564508191,Vicom/Kaggle,2334.6883587262755
1270,5305.228735924097,38.57948414974584,2.8684089901268166,8.27194304566259,7389.265564508191,Vicom/Kaggle,1306.2934304668986
1106,5825.925674399545,57.17243836125499,16.75024402320902,2.7768144260838143,6761.205202007953,Vicom/Kaggle,2160.3507875871123
1106,5825.925674399545,57.17243836125499,16.75024402320902,2.7768144260838143,6761.205202007953,Vicom/Kaggle,1322.9131360682925
1106,5825.925674399545,57.17243836125499,16.75024402320902,2.7768144260838143,6761.205202007953,Vicom/Kaggle,1915.119665486343
1106,5825.925674399545,57.17243836125499,16.75024402320902,2.7768144260838143,6761.205202007953,Vicom/Kaggle,1244.0526484651232
1106,5825.925674399545,57.17243836125499,16.75024402320902,2.7768144260838143,6761.205202007953,Vicom/Kaggle,2373.903434791233
1071,2510.091060779996,27.123479737919965,1.6298736724197376,1.0192223120085853,4319.06050402437,Vicom/Kaggle,1275.0747733375897
1071,2510.091060779996,27.123479737919965,1.6298736724197376,1.0192223120085853,4319.06050402437,Vicom/Kaggle,2280.2668891235016
1071,2510.091060779996,27.123479737919965,1.6298736724197376,1.0192223120085853,4319.06050402437,Vicom/Kaggle,2204.736969154869
1071,2510.091060779996,27.123479737919965,1.6298736724197376,1.0192223120085853,4319.06050402437,Vicom/Kaggle,1258.5926692288112
1700,10101.039527342744,76.85712506110127,1.2067481426024085,8.582446483762626,9285.72513709307,Vicom/Kaggle,1831.921072182438
1700,10101.039527342744,76.85712506110127,1.2067481426024085,8.582446483762626,9285.72513709307,Vicom/Kaggle,1462.2232024045818
1700,10101.039527342744,76.85712506110127,1.2067481426024085,8.582446483762626,9285.72513709307,Vicom/Kaggle,2203.496034586502
1700,10101.039527342744,76.85712506110127,1.2067481426024085,8.582446483762626,9285.72513709307,Vicom/Kaggle,1699.3408681199248
1700,10101.039527342744,76.85712506110127,1.2067481426024085,8.582446483762626,9285.72513709307,Vicom/Kaggle,1337.3522122768068
1700,10101.039527342744,76.85712506110127,1.2067481426024085,8.582446483762626,9285.72513709307,Vicom/Kaggle,1460.6036668416975
1020,8923.13244956946,117.47773382097706,34.464054284673225,-3.5998321328440785,10154.375379907353,Vicom/Kaggle,2320.2197624769533
1020,8923.13244956946,117.47773382097706,34.464054284673225,-3.5998321328440785,10154.375379907353,Vicom/Kaggle,1369.0899624152448
1020,8923.13244956946,117.47773382097706,34.464054284673225,-3.5998321328440785,10154.375379907353,Vicom/Kaggle,2287.045680073303
1020,8923.13244956946,117.47773382097706,34.464054284673225,-3.5998321328440785,10154.375379907353,Vicom/Kaggle,2339.2207978150536
1020,8923.13244956946,117.47773382097706,34.464054284673225,-3.5998321328440785,10154.375379907353,Vicom/Kaggle,2477.75284121803
1020,8923.13244956946,117.47773382097706,34.464054284673225,-3.5998321328440785,10154.375379907353,Vicom/Kaggle,1605.1542003976188
1020,8923.13244956946,117.47773382097706,34.464054284673225,-3.5998321328440785,10154.375379907353,Vicom/Kaggle,2218.300153759954
1614,17458.505220815896,72.41917152520544,36.4582615596884,2.0968417435338456,8734.982030592302,Vicom/Kaggle,1352.5936100364434
1614,17458.505220815896,72.41917152520544,36.4582615596884,2.0968417435338456,8734.982030592302,Vicom/Kaggle,1408.9797339882125
1614,17458.505220815896,72.41917152520544,36.4582615596884,2.0968417435338456,8734.982030592302,Vicom/Kaggle,2298.129692050305
1121,32997.59267312638,42.93769009362586,38.38972938645595,4.785611469630284,9139.60759081902,Vicom/Kaggle,2118.616286213689
1121,32997.59267312638,42.93769009362586,38.38972938645595,4.785611469630284,9139.60759081902,Vicom/Kaggle,2066.2115819110268
1121,32997.59267312638,42.93769009362586,38.38972938645595,4.785611469630284,9139.60759081902,Vicom/Kaggle,2103.4458678648566
1121,32997.59267312638,42.93769009362586,38.38972938645595,4.785611469630284,9139.60759081902,Vicom/Kaggle,2402.962676530088
1121,32997.59267312638,42.93769009362586,38.38972938645595,4.785611469630284,9139.60759081902,Vicom/Kaggle,2491.032940370733
1121,32997.59267312638,42.93769009362586,38.38972938645595,4.785611469630284,9139.60759081902,Vicom/Kaggle,2435.416490773632
1466,2809.281958661103,77.73809351886341,25.622609929326035,4.128121585225188,9355.2963469904,Vicom/Kaggle,1260.2263032163964
1466,2809.281958661103,77.73809351886341,25.622609929326035,4.128121585225188,9355.2963469904,Vicom/Kaggle,1322.1822491760402
1466,2809.281958661103,77.73809351886341,25.622609929326035,4.128121585225188,9355.2963469904,Vicom/Kaggle,1379.770306643267
1466,2809.281958661103,77.73809351886341,25.622609929326035,4.128121585225188,9355.2963469904,Vicom/Kaggle,1751.9756827965198
1466,2809.281958661103,77.73809351886341,25.622609929326035,4.128121585225188,9355.2963469904,Vicom/Kaggle,1690.2787407352332
1466,2809.281958661103,77.73809351886341,25.622609929326035,4.128121585225188,9355.2963469904,Vicom/Kaggle,1908.4878965787168
1466,2809.281958661103,77.73809351886341,25.622609929326035,4.128121585225188,9355.2963469904,Vicom/Kaggle,1741.7731603845923
1214,43027.76043272184,14.750481415846508,29.69574271581412,-1.035853183866628,6935.742891556282,Vicom/Kaggle,2490.9775040232
1214,43027.76043272184,14.750481415846508,29.69574271581412,-1.035853183866628,6935.742891556282,Vicom/Kaggle,1932.0403031095225
1214,43027.76043272184,14.750481415846508,29.69574271581412,-1.035853183866628,6935.742891556282,Vicom/Kaggle,2066.1217561184308
1214,43027.76043272184,14.750481415846508,29.69574271581412,-1.035853183866628,6935.742891556282,Vicom/Kaggle,1837.9991340667168
1330,16396.27290629214,106.63908963184784,32.61031398591831,3.4496935680150465,9893.371837354756,Vicom/Kaggle,2086.712294418794
1330,16396.27290629214,106.63908963184784,32.61031398591831,3.4496935680150465,9893.371837354756,Vicom/Kaggle,1340.979703663328
1330,16396.27290629214,106.63908963184784,32.61031398591831,3.4496935680150465,9893.371837354756,Vicom/Kaggle,1808.629904886058
1458,30369.705820489064,60.37007409358037,24.651492660429906,5.628426464289726,8731.184312327247,Vicom/Kaggle,2459.686504552757
1458,30369.705820489064,60.37007409358037,24.651492660429906,5.628426464289726,8731.184312327247,Vicom/Kaggle,2468.397169909311
1458,30369.705820489064,60.37007409358037,24.651492660429906,5.628426464289726,8731.184312327247,Vicom/Kaggle,1786.831124670709
1458,30369.705820489064,60.37007409358037,24.651492660429906,5.628426464289726,8731.184312327247,Vicom/Kaggle,1969.4929813875224
1458,30369.705820489064,60.37007409358037,24.651492660429906,5.628426464289726,8731.184312327247,Vicom/Kaggle,1433.495184765687
1458,30369.705820489064,60.37007409358037,24.651492660429906,5.628426464289726,8731.184312327247,Vicom/Kaggle,2016.939066725934
1458,30369.705820489064,60.37007409358037,24.651492660429906,5.628426464289726,8731.184312327247,Vicom/Kaggle,1789.0499954810507
1087,699.0550993166389,53.92196904475705,9.860939711613812,3.7732811099004753,7207.6050947903295,Vicom/Kaggle,2068.691153989412
1087,699.0550993166389,53.92196904475705,9.860939711613812,3.7732811099004753,7207.6050947903295,Vicom/Kaggle,2413.7949458119533
1087,699.0550993166389,53.92196904475705,9.860939711613812,3.7732811099004753,7207.6050947903295,Vicom/Kaggle,1350.0685587242046
1087,699.0550993166389,53.92196904475705,9.860939711613812,3.7732811099004753,7207.6050947903295,Vicom/Kaggle,1313.7239386500798
1372,18353.81496191152,70.30377461442231,2.037414929508585,5.266933389659835,7948.397965703622,Vicom/Kaggle,1514.9680823278386
1372,18353.81496191152,70.30377461442231,2.037414929508585,5.266933389659835,7948.397965703622,Vicom/Kaggle,1346.1125272048646
1372,18353.81496191152,70.30377461442231,2.037414929508585,5.266933389659835,7948.397965703622,Vicom/Kaggle,1314.2090009089204
1372,18353.81496191152,70.30377461442231,2.037414929508585,5.266933389659835,7948.397965703622,Vicom/Kaggle,1324.5758941223046
1372,18353.81496191152,70.30377461442231,2.037414929508585,5.266933389659835,7948.397965703622,Vicom/Kaggle,2490.767727745875
1099,202.34050407787944,74.97406353472829,5.677298822116754,-1.1588189091681436,8199.24324438179,Vicom/Kaggle,2404.273867692483
1099,202.34050407787944,74.97406353472829,5.677298822116754,-1.1588189091681436,8199.24324438179,Vicom/Kaggle,2302.685601511669
1099,202.34050407787944,74.97406353472829,5.677298822116754,-1.1588189091681436,8199.24324438179,Vicom/Kaggle,1280.8789777991217
1871,8356.36785150311,8.613096747181563,32.81863231322332,7.492734254076739,4371.990693971958,Vicom/Kaggle,2014.6712402779508
1871,8356.36785150311,8.613096747181563,32.81863231322332,7.492734254076739,4371.990693971958,Vicom/Kaggle,1454.4298265938226
1871,8356.36785150311,8.613096747181563,32.81863231322332,7.492734254076739,4371.990693971958,Vicom/Kaggle,2093.9715206985647
1871,8356.36785150311,8.613096747181563,32.81863231322332,7.492734254076739,4371.990693971958,Vicom/Kaggle,1881.8438484439823
1871,8356.36785150311,8.613096747181563,32.81863231322332,7.492734254076739,4371.990693971958,Vicom/Kaggle,1819.468884154656
1871,8356.36785150311,8.613096747181563,32.81863231322332,7.492734254076739,4371.990693971958,Vicom/Kaggle,2091.8738796849
1871,8356.36785150311,8.613096747181563,32.81863231322332,7.492734254076739,4371.990693971958,Vicom/Kaggle,1464.6822756692363
1871,8356.36785150311,8.613096747181563,32.81863231322332,7.492734254076739,4371.990693971958,Vicom/Kaggle,1521.1109255466808
1663,22447.7364805188,81.91406654680829,26.324375722907856,1.7453430547745477,8607.421884772135,Vicom/Kaggle,1948.7181657902013
1663,22447.7364805188,81.91406654680829,26.324375722907856,1.7453430547745477,8607.421884772135,Vicom/Kaggle,1923.0645313075129
1663,22447.7364805188,81.91406654680829,26.324375722907856,1.7453430547745477,8607.421884772135,Vicom/Kaggle,2333.319569524134
1663,22447.7364805188,81.91406654680829,26.324375722907856,1.7453430547745477,8607.421884772135,Vicom/Kaggle,2026.7019384850369
1663,22447.7364805188,81.91406654680829,26.324375722907856,1.7453430547745477,8607.421884772135,Vicom/Kaggle,2201.7498806445706
1663,22447.7364805188,81.91406654680829,26.324375722907856,1.7453430547745477,8607.421884772135,Vicom/Kaggle,2194.6331452798217
1663,22447.7364805188,81.91406654680829,26.324375722907856,1.7453430547745477,8607.421884772135,Vicom/Kaggle,2122.856440856633
1663,22447.7364805188,81.91406654680829,26.324375722907856,1.7453430547745477,8607.421884772135,Vicom/Kaggle,2143.8576718312843
1663,22447.7364805188,81.91406654680829,26.324375722907856,1.7453430547745477,8607.421884772135,Vicom/Kaggle,2492.099716679747
1663,22447.7364805188,81.91406654680829,26.324375722907856,1.7453430547745477,8607.421884772135,Vicom/Kaggle,1386.589154388359
1663,22447.7364805188,81.91406654680829,26.324375722907856,1.7453430547745477,8607.421884772135,Vicom/Kaggle,1731.876337487642
1663,22447.7364805188,81.91406654680829,26.324375722907856,1.7453430547745477,8607.421884772135,Vicom/Kaggle,2448.762177448444
1663,22447.7364805188,81.91406654680829,26.324375722907856,1.7453430547745477,8607.421884772135,Vicom/Kaggle,2048.8917837001177
1663,22447.7364805188,81.91406654680829,26.324375722907856,1.7453430547745477,8607.421884772135,Vicom/Kaggle,1950.305280929014
1130,26800.86235529252,29.031801637863552,15.51080935867682,9.80835766156853,7185.772096022532,Vicom/Kaggle,1757.8454608960058
1130,26800.86235529252,29.031801637863552,15.51080935867682,9.80835766156853,7185.772096022532,Vicom/Kaggle,1546.810193712192
1130,26800.86235529252,29.031801637863552,15.51080935867682,9.80835766156853,7185.772096022532,Vicom/Kaggle,2375.079113305213
1130,26800.86235529252,29.031801637863552,15.51080935867682,9.80835766156853,7185.772096022532,Vicom/Kaggle,1837.913858309348
1130,26800.86235529252,29.031801637863552,15.51080935867682,9.80835766156853,7185.772096022532,Vicom/Kaggle,1248.55364003963
1130,26800.86235529252,29.031801637863552,15.51080935867682,9.80835766156853,7185.772096022532,Vicom/Kaggle,1717.0103649122595
1130,26800.86235529252,29.031801637863552,15.51080935867682,9.80835766156853,7185.772096022532,Vicom/Kaggle,2422.0872038669304
1130,26800.86235529252,29.031801637863552,15.51080935867682,9.80835766156853,7185.772096022532,Vicom/Kaggle,1744.624256656278
1661,7731.137126095147,85.67431590079077,-3.676771526879628,-4.650720189995937,8010.846035355844,Vicom/Kaggle,1569.9720822310974
1661,7731.137126095147,85.67431590079077,-3.676771526879628,-4.650720189995937,8010.846035355844,Vicom/Kaggle,1926.299553792007
1661,7731.137126095147,85.67431590079077,-3.676771526879628,-4.650720189995937,8010.846035355844,Vicom/Kaggle,1802.9082561217504
1661,7731.137126095147,85.67431590079077,-3.676771526879628,-4.650720189995937,8010.846035355844,Vicom/Kaggle,1502.011231420512
1661,7731.137126095147,85.67431590079077,-3.676771526879628,-4.650720189995937,8010.846035355844,Vicom/Kaggle,1778.771209550661
1661,7731.137126095147,85.67431590079077,-3.676771526879628,-4.650720189995937,8010.846035355844,Vicom/Kaggle,1555.7503251665412
1661,7731.137126095147,85.67431590079077,-3.676771526879628,-4.650720189995937,8010.846035355844,Vicom/Kaggle,1211.620054283251
1661,7731.137126095147,85.67431590079077,-3.676771526879628,-4.650720189995937,8010.846035355844,Vicom/Kaggle,2370.7473304489704
1661,7731.137126095147,85.67431590079077,-3.676771526879628,-4.650720189995937,8010.846035355844,Vicom/Kaggle,1938.17756615396
1308,37286.29225302105,98.7041753261036,6.97919666952474,0.7047305687146501,10104.175318328322,Vicom/Kaggle,1889.0904405410463
1308,37286.29225302105,98.7041753261036,6.97919666952474,0.7047305687146501,10104.175318328322,Vicom/Kaggle,1619.4655068058582
1308,37286.29225302105,98.7041753261036,6.97919666952474,0.7047305687146501,10104.175318328322,Vicom/Kaggle,1426.7762688732903
1308,37286.29225302105,98.7041753261036,6.97919666952474,0.7047305687146501,10104.175318328322,Vicom/Kaggle,2086.954249479089
1769,9531.282909478168,96.47502090630245,27.80038719065937,-2.292874215423337,9575.673650868708,Vicom/Kaggle,1675.8750214545837
1769,9531.282909478168,96.47502090630245,27.80038719065937,-2.292874215423337,9575.673650868708,Vicom/Kaggle,1893.8265734880144
1769,9531.282909478168,96.47502090630245,27.80038719065937,-2.292874215423337,9575.673650868708,Vicom/Kaggle,1421.2636094756028
1769,9531.282909478168,96.47502090630245,27.80038719065937,-2.292874215423337,9575.673650868708,Vicom/Kaggle,1397.8978420742417
1769,9531.282909478168,96.47502090630245,27.80038719065937,-2.292874215423337,9575.673650868708,Vicom/Kaggle,2321.22650620901
1769,9531.282909478168,96.47502090630245,27.80038719065937,-2.292874215423337,9575.673650868708,Vicom/Kaggle,2196.417144911794
1769,9531.282909478168,96.47502090630245,27.80038719065937,-2.292874215423337,9575.673650868708,Vicom/Kaggle,2498.1822314133005
1343,5880.670098637158,66.3001160889467,18.057425579276032,3.3341429049108005,7300.779003444786,Vicom/Kaggle,2310.231725663948
1343,5880.670098637158,66.3001160889467,18.057425579276032,3.3341429049108005,7300.779003444786,Vicom/Kaggle,1645.6201556392998
1343,5880.670098637158,66.3001160889467,18.057425579276032,3.3341429049108005,7300.779003444786,Vicom/Kaggle,2211.2065543984245
1343,5880.670098637158,66.3001160889467,18.057425579276032,3.3341429049108005,7300.779003444786,Vicom/Kaggle,2112.5255376807418
1343,5880.670098637158,66.3001160889467,18.057425579276032,3.3341429049108005,7300.779003444786,Vicom/Kaggle,1996.8840383689608
1343,5880.670098637158,66.3001160889467,18.057425579276032,3.3341429049108005,7300.779003444786,Vicom/Kaggle,2118.281435398333
1343,5880.670098637158,66.3001160889467,18.057425579276032,3.3341429049108005,7300.779003444786,Vicom/Kaggle,2176.6954279390875
1343,5880.670098637158,66.3001160889467,18.057425579276032,3.3341429049108005,7300.779003444786,Vicom/Kaggle,1466.7444284784488
1343,5880.670098637158,66.3001160889467,18.057425579276032,3.3341429049108005,7300.779003444786,Vicom/Kaggle,2498.5579309723107
1491,16737.8831867826,62.420387077290144,14.598962251710253,-1.3519235843958093,8552.035881601198,Vicom/Kaggle,1237.4381045580842
1491,16737.8831867826,62.420387077290144,14.598962251710253,-1.3519235843958093,8552.035881601198,Vicom/Kaggle,1758.9742829462502
1491,16737.8831867826,62.420387077290144,14.598962251710253,-1.3519235843958093,8552.035881601198,Vicom/Kaggle,1652.9145199494285
1491,16737.8831867826,62.420387077290144,14.598962251710253,-1.3519235843958093,8552.035881601198,Vicom/Kaggle,2447.9490522640936
1491,16737.8831867826,62.420387077290144,14.598962251710253,-1.3519235843958093,8552.035881601198,Vicom/Kaggle,1665.1591100525152
1413,27616.290316681567,17.145115360729406,9.11557303509585,6.062169198512226,6100.899914978993,Vicom/Kaggle,1889.1189303400984
1413,27616.290316681567,17.145115360729406,9.11557303509585,6.062169198512226,6100.899914978993,Vicom/Kaggle,1997.828913552823
1413,27616.290316681567,17.145115360729406,9.11557303509585,6.062169198512226,6100.899914978993,Vicom/Kaggle,1880.492589488338
1413,27616.290316681567,17.145115360729406,9.11557303509585,6.062169198512226,6100.899914978993,Vicom/Kaggle,2109.584821999945
1413,27616.290316681567,17.145115360729406,9.11557303509585,6.062169198512226,6100.899914978993,Vicom/Kaggle,1358.2266644090796
1413,27616.290316681567,17.145115360729406,9.11557303509585,6.062169198512226,6100.899914978993,Vicom/Kaggle,1207.7815689646766
1413,27616.290316681567,17.145115360729406,9.11557303509585,6.062169198512226,6100.899914978993,Vicom/Kaggle,1514.966013011105
1805,49446.20063934544,93.04153804837628,22.31193237596608,8.227987935062782,12824.051271009102,Vicom/Kaggle,2287.53435514455
1805,49446.20063934544,93.04153804837628,22.31193237596608,8.227987935062782,12824.051271009102,Vicom/Kaggle,2379.8020378264955
1805,49446.20063934544,93.04153804837628,22.31193237596608,8.227987935062782,12824.051271009102,Vicom/Kaggle,1640.421716573435
1805,49446.20063934544,93.04153804837628,22.31193237596608,8.227987935062782,12824.051271009102,Vicom/Kaggle,2185.122989685915
1805,49446.20063934544,93.04153804837628,22.31193237596608,8.227987935062782,12824.051271009102,Vicom/Kaggle,2298.1098347709603
1805,49446.20063934544,93.04153804837628,22.31193237596608,8.227987935062782,12824.051271009102,Vicom/Kaggle,1641.7281419880828
1805,49446.20063934544,93.04153804837628,22.31193237596608,8.227987935062782,12824.051271009102,Vicom/Kaggle,1252.1050910829406
1805,49446.20063934544,93.04153804837628,22.31193237596608,8.227987935062782,12824.051271009102,Vicom/Kaggle,1801.8911186480568
1385,20993.914908794,32.569125653605724,38.48734234172601,-1.8367346962683369,6626.022635287848,Vicom/Kaggle,1235.8882827978782
1385,20993.914908794,32.569125653605724,38.48734234172601,-1.8367346962683369,6626.022635287848,Vicom/Kaggle,2132.010801694897
1385,20993.914908794,32.569125653605724,38.48734234172601,-1.8367346962683369,6626.022635287848,Vicom/Kaggle,1853.5538564981373
1385,20993.914908794,32.569125653605724,38.48734234172601,-1.8367346962683369,6626.022635287848,Vicom/Kaggle,2232.764400661921
1385,20993.914908794,32.569125653605724,38.48734234172601,-1.8367346962683369,6626.022635287848,Vicom/Kaggle,1340.8255905089716
1385,20993.914908794,32.569125653605724,38.48734234172601,-1.8367346962683369,6626.022635287848,Vicom/Kaggle,1467.7470719047033
1385,20993.914908794,32.569125653605724,38.48734234172601,-1.8367346962683369,6626.022635287848,Vicom/Kaggle,2250.1576777699865
1385,20993.914908794,32.569125653605724,38.48734234172601,-1.8367346962683369,6626.022635287848,Vicom/Kaggle,2316.7064490279963
1385,20993.914908794,32.569125653605724,38.48734234172601,-1.8367346962683369,6626.022635287848,Vicom/Kaggle,2010.559555730957
1191,21357.22122038133,59.60345073815358,35.550563948387776,-2.589835725473024,8658.945042212395,Vicom/Kaggle,1566.9934791442995
1191,21357.22122038133,59.60345073815358,35.550563948387776,-2.589835725473024,8658.945042212395,Vicom/Kaggle,2301.646066648216
