route,total_distance,speedAvg,temperature,energy_consumption,slope
1020,8923.13244956946,117.47773382097706,34.464054284673225,10154.375379907353,-3.5998321328440785
1614,17458.505220815896,72.41917152520544,36.4582615596884,8734.982030592302,2.0968417435338456
1121,32997.59267312638,42.93769009362586,38.38972938645595,9139.60759081902,4.785611469630284
1466,2809.281958661103,77.73809351886341,25.622609929326035,9355.2963469904,4.128121585225188
1214,43027.76043272184,14.750481415846508,29.69574271581412,6935.742891556282,-1.035853183866628
1330,16396.27290629214,106.63908963184784,32.61031398591831,9893.371837354756,3.4496935680150465
1458,30369.705820489064,60.37007409358037,24.651492660429906,8731.184312327247,5.628426464289726
1087,699.0550993166389,53.92196904475705,9.860939711613812,7207.6050947903295,3.7732811099004753
1372,18353.81496191152,70.30377461442231,2.037414929508585,7948.397965703622,5.266933389659835
1099,202.34050407787944,74.97406353472829,5.677298822116754,8199.24324438179,-1.1588189091681436
1871,8356.36785150311,8.613096747181563,32.81863231322332,4371.990693971958,7.492734254076739
1663,22447.7364805188,81.91406654680829,26.324375722907856,8607.421884772135,1.7453430547745477
1130,26800.86235529252,29.031801637863552,15.51080935867682,7185.772096022532,9.80835766156853
1661,7731.137126095147,85.67431590079077,-3.676771526879628,8010.846035355844,-4.650720189995937
1308,37286.29225302105,98.7041753261036,6.97919666952474,10104.175318328322,0.7047305687146501
1769,9531.282909478168,96.47502090630245,27.80038719065937,9575.673650868708,-2.292874215423337
1343,5880.670098637158,66.3001160889467,18.057425579276032,7300.779003444786,3.3341429049108005
1491,16737.8831867826,62.420387077290144,14.598962251710253,8552.035881601198,-1.3519235843958093
1413,27616.290316681567,17.145115360729406,9.11557303509585,6100.899914978993,6.062169198512226
1805,49446.20063934544,93.04153804837628,22.31193237596608,12824.051271009102,8.227987935062782
1385,20993.914908794,32.569125653605724,38.48734234172601,6626.022635287848,-1.8367346962683369
1191,21357.22122038133,59.60345073815358,35.550563948387776,8658.945042212395,-2.589835725473024
1955,3060.740158814432,34.11289115130201,-3.627592786207309,6282.458616675993,8.130357785927178
1276,38314.40169064924,16.059403559963176,16.64292201625506,6920.138536434345,0.4190787263275846
1160,9170.971792866065,75.54692362700838,9.826118412112644,8303.31068130647,1.5187545243854492
1459,37265.69787081437,6.51984417874846,17.977209805291043,7284.021894666983,-1.6854574633469657
1313,45539.78219872408,89.83742809514399,22.279616044227165,12052.701702422915,1.3797230207672069
1021,38434.216028358926,38.110415431334,4.001263059889606,10303.5318977161,-1.530498903830046
1252,32158.42567856952,0.0161631605382384,30.17056312967153,4858.11165331663,4.988911609512714
1747,30235.42314488262,61.33549670846757,16.378062253868485,7853.329085537799,2.4831461872013074
1856,22736.281331485567,5.622229023312375,39.640272470421074,6121.219414470381,6.820906689443634
1560,7312.68048630721,33.14034693850794,-3.8692676415397456,6696.408185891189,-0.3090782589905831
1474,38964.04659517544,84.83717849468594,3.537362928390632,9915.802095342837,2.5839252318855657
1058,23918.38129259043,7.522754594623904,26.033341025217915,3539.4925879173884,-1.1071501553429837
1510,31319.72657446865,100.72061908272028,26.283088593650145,12143.701309239465,9.017108953699472
1681,18763.35992278077,0.4583907190299729,21.198470098762524,5291.10158899237,2.8290350168665466
1475,10116.063712053672,29.618864304228268,38.73820129107829,5443.49069267198,-2.3980625552308537
1699,40344.7723430343,88.90848673824857,13.689175392397004,9151.08250690218,-0.9085151118495648
1975,17185.750298132127,37.952417967516816,13.766656543038373,4791.20256207853,-3.756470538139098
1782,43347.33344567345,12.227086567921624,35.9714363450878,6568.445609840438,-4.582760066033999
1189,48289.67263588182,43.22807025605135,19.22988018985648,9796.015556673055,2.8888273910600644
1957,41516.42750763112,32.447194366143066,10.91774477135202,7086.7779613558205,0.0568438378840792
1686,6494.0884600134505,101.12542825926658,27.35220936252366,11147.602658991467,9.456601828904596
1957,42765.04527513643,37.601750110217175,22.88517781843873,7057.310269505804,-2.430029054577737
1562,26015.955488120293,94.67189661312086,8.788452262896618,10611.606077316974,6.908689791054179
1875,12146.438884792557,107.02465737728816,8.406795913654705,10361.0296581218,-0.2604283671064591
1566,4748.486077944668,52.05809034918354,12.802575888726466,5350.501383629159,-1.646939209119422
1243,13997.640972582742,109.19317726252704,-1.7770970452912866,11752.313421133302,9.544552285019613
1831,6957.611400593123,45.27816647558314,37.41776061194376,5710.211057996789,7.038648981186485
1504,1379.664651851493,115.68940997881298,3.235901808849928,10277.919275362709,4.459313371679974
1130,49389.441020793965,10.714742943068751,3.722093604747423,7902.831524163862,5.456815558356281
1484,41593.95819531102,82.44231198038914,24.11672822576849,11239.1577354925,9.870722122758847
1818,36973.5682285333,59.25768485483144,27.591117128491504,10582.493902087424,3.8981111323733018
1646,9731.38718254461,46.51785665467765,28.15759568199426,5529.531285660884,-3.471493237895599
1020,1484.0483036473534,75.9254254498321,11.878376057690396,9572.16534924072,-4.027008099479279
1840,24311.673740477083,84.46285099611974,34.29980288094665,9312.349900827676,4.999101662108101
1166,37110.55205382251,0.5235923580370905,19.479957778662,7852.141863983688,4.864017158877223
1273,48145.58443165216,20.034370649663845,14.736439847314998,9215.362952336189,6.22260689467133
1387,42209.79606129742,85.56552607611825,31.467390738955032,10001.288508659036,-3.368319046510794
1600,44685.76756412842,79.96624962938478,5.960256215072697,10881.985476697955,9.173534121327576
1315,12009.2711122773,115.92570061544126,33.70834495459836,10481.489170802814,3.267376208659672
1013,7850.768279406098,91.32453483009397,19.24732275542173,7826.709195419166,4.743332815318231
1241,12464.31032765925,114.09272492776056,35.50261709529114,10228.197428837144,-4.477214249328046
1776,7015.115715592211,84.30486018417683,4.072563897509163,8469.874214667954,9.414613217733608
1345,39944.34280321843,35.76626503673318,37.12283842010916,8700.090997727651,3.438877731159229
1564,45161.84874219469,12.643790670102778,25.95445338875756,7307.512092661228,3.450446694919428
1897,15436.36711045985,93.81886360139228,22.82478370610735,9224.461766556296,9.153329743455696
1339,43858.61652866031,77.29790657710991,13.993038376735331,10340.969057953414,8.94025267275501
1091,2846.255489929779,5.782321487195548,38.03417499845759,4876.572322363352,-1.6955211227413751
1366,33900.09132739612,43.2060559081174,14.976383274018076,8588.989029051652,8.96648232858894
1955,26421.91117380003,114.81597785811434,17.434432860140912,11596.98840313413,6.049319340700922
1454,13909.490451427137,60.04813748522415,30.167414886339067,6746.085863635572,-4.716489090028738
1427,38433.23465753772,51.92749632236456,7.817909332571775,9137.619991515892,-1.402352768924925
1508,10681.159344191745,54.92395261911528,8.117289076620631,5527.272490283655,1.194702182071695
1775,20865.85942263505,25.06592688061965,29.8883959429549,6538.169616043007,3.7423368325863215
1942,35521.98087003687,44.24486050377543,0.786090513554857,9010.626144115571,5.519945957330334
1034,16977.626158978917,44.37759071846119,32.03340341318605,8166.680200494276,-1.8468440906465096
1205,42782.47326092732,6.282602422496688,23.13287537394317,7278.272326072086,7.5505077141053345
1080,43284.807830918005,92.1081154221502,19.2587694881472,12540.24269918464,7.6857298583373215
1931,10206.267944428164,49.98053182846548,5.309922198094668,6835.302057425587,4.52498228890866
1561,22075.460434387463,98.6615864179708,30.3865676204984,9172.03976532443,8.816408657735476
1871,21657.43090015993,102.04176013438745,31.222889027893714,11443.272488438588,7.194736403457819
1387,20561.252251509704,25.43928656383897,16.7323840544433,4361.634537022763,-1.6756451105968866
1001,25148.4096954953,78.88241786041543,12.512603868574397,8962.841117450025,6.980152994655407
1389,3810.879072859923,56.6738164995578,6.077282688577292,7965.740664902294,9.298031181296576
1565,43515.49476717611,105.6188085505782,28.94053076901288,12152.200579345405,-2.935903294723536
1105,14566.747439820252,25.88888150117449,23.77533654070178,5579.4948785837405,9.680468271865436
1771,190.43843334521372,81.3375840372053,4.298396321508598,7275.334291424041,-4.625108048448646
1821,34286.68624018363,72.9302546703267,30.75106358582053,9403.842025548583,2.8325086716065844
1476,32558.556979667606,35.43617730861993,34.69923910113068,7330.68866312424,6.608397084677263
1702,49159.79444205454,16.392108438140713,-2.3338731763289355,6700.808608047893,6.856571538193816
1401,35990.43599893153,78.19677125727318,29.758928711081857,10127.35924325885,6.0200885371940185
1729,16702.034796998283,88.63169497587968,33.37608700424436,9534.668266010724,2.9402705912974287
1555,47635.615834740594,37.875281251602,39.61785547635461,9861.724140467422,4.764464831055932
1161,18330.75538319217,77.37991248267765,5.692067452181512,9215.746595240724,5.498982784796706
1201,41080.10982678912,47.41570891338039,11.695144234641376,9498.527405621118,2.418088363208434
1957,16850.13605533477,85.58482599391412,38.47859914903956,8806.784782303952,3.935274627019563
1995,2530.544843160957,23.905832987286374,-0.7693002367887001,6186.641601325042,7.695520801863598
1269,36715.8645636183,106.82580031634092,18.566852976163936,10983.193211324164,-0.3068146828125915
1862,17575.525444518094,34.48915157586957,17.803506092704946,6779.415624184543,2.8480949045294848
1815,17010.49618186076,44.13431853073835,22.294648249652365,7486.788288480325,-4.872804184617382
1270,35820.99618063836,6.971034249641974,9.885667668083054,7831.202867369545,5.311545996651898
1455,16169.689267395988,13.381465478553167,36.66631399023061,4923.830478361479,-2.0692180307773738
1461,5988.833940229925,61.903428325479375,7.152756743158276,7455.535748110105,2.215018805706533
1726,20285.06157008971,32.111121207356575,24.236298291298105,7166.679953649326,-1.8469217557931108
1251,41209.81757348679,100.25762708906332,17.316716023972127,9205.916589994564,-4.646994281322615
1701,6597.203951522365,1.7632066385944611,7.000305361603596,5270.274337962246,2.248308275470249
1295,27768.590710615463,45.49128584063234,3.4984208075092145,7271.307377516146,1.3725040991606052
1724,6699.738767791319,40.48146561229112,38.04529559159465,5714.819210284138,1.3772427028657104
1719,2554.2241371301384,2.319315710112124,20.258115771810367,4183.540340011448,-1.867907601066945
1748,18997.61775080811,14.924207880061228,22.18859105009988,4835.628033021546,9.20806884622269
1337,32928.37748488021,49.63712099023624,30.230295656889027,9036.670640041846,-4.947392722839583
1878,13821.867926494113,59.1437501336936,-1.3448003630097571,7141.403328420637,8.37318174996008
1052,22341.98427209714,48.51476967058429,27.11939205085504,7405.308634690475,6.053528847092231
1791,24617.413144681825,63.712521409451256,2.431306190754417,8595.155809786915,-2.418919497000928
1921,42080.38503896062,71.41580098868178,28.32164882844052,9757.77735180898,2.082879794553317
1216,40967.06249942704,1.1908585353402756,1.3597902232319772,7638.887898387635,9.832751222624088
1763,217.1257715610224,55.691419134420464,32.46221649431183,6442.761086705637,4.65547355476461
1187,20754.55781153655,115.6199089065106,25.64573173271556,10075.77363842658,-3.089349142719988
1379,32838.942494804985,62.28387361554584,12.365062998358916,9143.355883464912,1.8646335828464784
1492,42634.56891102355,81.30507209507438,11.147549975616254,11686.647737979309,2.0230464485921846
1040,2539.9993875578616,37.42366295002599,1.7026178600163808,6632.574695783738,7.033949993246626
1156,31449.59108870473,92.8789653783315,35.68240100947524,10426.676347346887,8.74244399239233
1014,42116.77292854915,92.75057782513382,0.3338172781965589,10808.783148378185,-3.7663768506689816
1812,12828.293427110377,62.55552571849668,16.243482483810652,7076.115833395747,-0.2894406957075155
1064,10342.290935196166,117.12165879350565,5.6433304655411565,11838.094903703057,-0.5234280967232756
1856,23445.68444156948,15.066025771518404,39.83473786085617,6338.744098541764,9.940721873785275
1838,48132.72113049979,2.033719786749719,21.36298231834142,6586.2658178790025,3.388406750370996
1520,34675.03108594696,92.41898541085152,1.731302652595577,12352.486100238522,8.197472441799768
1343,21281.803818938504,96.8586644837859,25.04037989298132,9477.561677695216,1.3904927416723585
1128,1141.053717213942,14.424867494469147,39.62240577501481,4901.110745241429,5.840847256134046
1647,27880.62058555041,31.869939955032727,22.226947627691832,7710.130461380029,-0.7012153654378093
1471,17504.5212896661,2.106283603995469,15.582059255028753,5592.754624468757,8.676790352338502
1062,9367.110743436524,35.197033293667765,8.197155472839459,6802.658674037637,1.8271936147980063
1138,25057.39029989121,92.77702487024058,-0.8544463327054421,10373.454270592096,7.055882459741309
1498,17134.993434963526,62.15526332550947,5.271083454544941,8906.73467004219,-1.1627467498615278
1592,2032.3616713172448,41.77147118019457,19.91293508041932,6178.6978236623045,5.4040651288281865
1391,36302.75040956025,44.608715388759634,28.9203564392312,9141.127808751524,1.0773760660005376
1674,36655.88770612897,0.1624350858561785,34.50689006033424,7101.588940871969,-4.528408655381794
1418,30979.6893429604,35.976063307828305,30.71705126677017,7880.891842421817,1.1951238063859524
1288,42056.95060946195,77.57504899655166,0.6459340617587959,10405.586209768311,3.250324626331306
1378,10238.759034672206,116.90333325796286,29.805694825587103,8935.140833398558,-2.7235757913023715
1772,14381.45742554512,101.64729923806794,21.172204576561253,8420.400820373663,-2.241303422110774
1489,22986.92356554561,2.831395757463495,16.109840087717068,7118.296014388678,1.9729419748473536
1230,3102.741680960267,107.82727256098072,20.77438533124363,8404.25961159776,0.1409456865010998
1040,44188.934417417535,93.98380959583513,-4.636610205238062,13389.44279082672,1.61110807005044
1027,24582.3675345351,93.64513482851766,-1.9521390663037927,10244.211918728017,1.9124048398408424
1134,16300.695789644771,54.95949108042858,18.66321755828416,7002.024986664859,-2.898859344458666
1200,23950.37602341516,47.76063515454034,2.812866226670092,7412.94867616505,-2.282081370948279
1839,16323.978104638303,36.34988745998312,19.549342846004496,6068.385505291041,7.722480902192414
1779,14384.544679590968,7.883383074523893,10.939610734366685,4321.714027221558,-2.55921966034274
1929,22456.120118926025,27.38824361924389,35.833540930363874,5718.007942325242,4.988714995123914
1032,24147.0431520149,29.59243619736296,37.735754228700415,5649.020888901555,1.277920701516882
1047,21723.93512927665,58.08924836522419,39.09028508808338,7246.204952002877,9.523550289544612
1502,27441.75456498927,89.69332879160328,35.45220981472684,10665.410555629542,-4.008434571676437
1406,39190.61221401411,56.85717940775359,39.36508830365498,9406.50879628313,7.455832990461428
1573,2957.682764067593,6.941333933659273,26.77662065827128,5003.859572411352,2.3717384665393224
1727,40594.78246196328,114.93477611858448,38.22440259554732,12076.855144544248,-4.919714437037171
1804,11503.866178573448,113.12691829129346,23.88066094555722,11675.0984564875,-1.0450967159066944
1098,12679.43653619767,94.222745177809,31.414639309857407,7601.020711365071,1.1154527882390417
1683,30013.377804434203,118.95934818770648,0.9359496725669628,10810.343746474828,-0.2870786982661233
1871,48785.99800851406,65.33787993603156,25.71698144211511,10310.317721865056,0.4367419602089999
1725,968.2267442696838,115.53220203038472,36.89964892008668,7563.23597732226,8.750078637057698
1986,33689.366121752835,9.072604874010093,19.30217086897432,7378.986621979528,0.4140104858849156
1546,34875.170575208416,43.88168979136456,3.4068871088639163,8177.638453823276,1.2824406910409918
1960,28725.224620782687,27.0457521608119,18.709985232625066,7393.1141692482015,6.416973303671693
1738,583.5367083713904,23.499970096112403,26.812344732676973,5454.71951952768,6.907503486225627
1612,30356.954659651685,16.896353867121128,29.640482459382905,7158.108063537352,-3.738655223199581
1942,5839.563321726906,74.6896369879196,18.56659044693928,6542.540140474495,5.561050518505063
1461,3995.577693944262,93.7586226896766,4.781561089839254,9689.173091058923,2.238579305151636
1642,34833.4730867569,69.39580793044328,36.70099548604363,11374.770076034045,-2.9921916014351693
1768,35041.704325348284,17.63552515058516,29.81278374040108,6489.437938928182,-1.0293415407967357
1004,44506.60222286416,97.33485239201651,7.180978027792181,12368.708146146908,-4.32446754040222
1217,268.6853985748785,76.31456485964742,31.531581282836846,7792.634273744754,0.4035578321775279
1502,19000.1167205984,46.57988473523946,10.65381922831266,8201.626808664003,-1.1689033949896377
1766,712.3727478689138,80.89563546432755,9.059410510077134,8609.10805061433,0.7315509607002646
1397,18296.6610550928,31.188597509139942,33.83844823062149,6697.371404209059,3.7051082129613526
1870,24633.731122897672,41.42306501930526,34.29558430677046,9601.38930743646,5.9850932805492985
1794,26533.48516134637,110.09830117583884,12.931663126854062,12653.064241971526,4.0802797983929455
1392,17861.042406973047,34.860540680570445,-4.598473771329597,6172.63975897983,5.175659533899186
1206,36292.53826851375,56.39859217895239,3.3954529629996344,10487.010493004307,7.9845868092819
1014,20838.18664528579,106.81693648752176,35.91833477010514,10558.49140936168,8.107366651922664
1857,25904.61446143069,84.92656203210329,35.4437201674776,9946.489189665854,7.9107902253876095
1553,40024.37128920976,7.46438713976433,15.400513664205144,7089.250612363737,-2.702466267807101
1891,8797.708040086582,17.676365313476442,8.685251827414536,6303.347504178713,-1.2339629960953196
1460,16112.672104834804,0.940990892630018,8.623673144732724,6067.30111612533,2.5348795739135817
1690,26119.33707333472,75.71061482749961,35.373766118284216,10125.589100553048,0.3810894102404045
1574,38404.14942575016,53.7208110492502,9.612998993898245,7977.275296471308,-3.024965475800552
1863,21325.235831701422,16.112982108273066,18.02111168830493,6517.722893155605,-0.6837464809152287
1742,3731.061936274737,114.95209452681246,27.8954972766804,8571.435267387125,9.631431424984584
1240,49442.64354041624,63.55916687347439,4.426646872423847,9167.873235557056,0.2039013324480425
1563,35424.74506187637,29.0271952935467,6.422758671365214,5985.324175772955,1.2837110244394214
1095,36164.483283786336,60.07242853856491,11.112785189280707,9581.487464556352,-4.903978672140545
1899,23308.735084921303,81.55443992821293,24.44005252063255,9162.56754280557,5.791223196852981
1733,27397.29884143804,9.148706156827735,31.78707930158476,5784.014522421799,1.2032509831806966
1484,49703.01734479722,32.96445780574704,19.601759349894976,7505.022781866153,-3.4528990565725834
1406,29796.2736135048,96.83585890607924,0.9817931492330656,12594.407898532168,9.52835107457008
1230,11024.580357639254,55.15978444831935,15.081048538137448,7651.400666883276,6.661498188776301
1748,48222.54901199074,65.58925704387539,0.74608249554373,11613.581789617932,5.892251341490903
1654,26934.35785406084,51.93792026513631,-1.0266273649987108,9413.401344038231,9.368085022625042
1170,1131.6001088589958,5.267993117160614,21.53275464331515,4619.3859002994,1.112201267757067
1540,28710.238751716657,19.88997357841871,38.02954503090653,5869.688190548365,5.778003104386727
1035,3616.732590009144,53.46499664902691,32.69253250003268,7017.272710229336,-1.906881539218234
1524,26426.656686647195,25.102255848951337,29.851206814412187,6915.063771620711,5.4568082117818015
1159,41284.05102503179,5.997483439161448,27.717518463940017,5146.897145026316,-4.788813617185958
1838,26989.431920495736,101.23795968621884,35.37075357110639,9122.3491500264,-3.105419293390788
1698,18735.321362092272,117.7431034996939,28.877578786425,10741.487129034376,1.3788837790427273
1242,44142.22656671211,95.17714487960872,23.20948053853472,11236.73505160413,-4.818609577909878
1085,46386.74488868935,102.45419060456004,11.410603612317416,12701.097224346717,1.929487831756289
1795,17439.80002174821,29.037255638045444,-0.4575249563093262,5058.622287283958,2.841876235975059
1577,24997.64412045213,115.27523706158397,15.746501372980468,11475.563382974338,4.324098963806231
1681,49147.82257487786,23.631084534411407,36.61529062654153,8502.312396920895,-3.4941998450957543
1556,8987.232209796712,114.17157724341988,21.239511941881865,9779.1481406395,-2.284821303091815
1573,14977.846476686673,119.37831527591412,3.302688095281012,10787.762346506684,4.199250560757927
1952,21478.280538159408,85.40673668952584,24.206048881637976,10081.345049184192,4.872815686939589
1645,5134.32604104844,117.73724781501863,15.945800533622702,9519.905023017587,-4.611496576845856
1795,13674.924169359814,68.34477354805244,36.91210398623349,6768.290313531678,3.1055104317255733
1027,27279.96547404519,31.14501398113084,2.2422959527901165,6731.536215927841,6.774725979982488
1619,11502.053213483045,52.43950627987451,27.040528682804315,7790.485977817996,-3.963486833219089
1555,34345.62077165178,71.22731224545431,25.672110916306075,8540.770640989045,1.197592978697796
1339,17448.80695656993,8.7697874432418,39.25937103346771,5571.952206597819,-0.1023309045484719
1797,4580.767321710872,74.68119175406953,20.42104569782974,7586.804366321019,8.70498438028025
1957,38250.19794099292,117.74134041147536,34.2208316170138,11944.422948391291,-2.2129641019031703
1330,28414.07357843077,22.81291797404732,-3.887872811085619,5627.068656230467,-0.224593802832798
1639,41260.97720871579,95.111413954606,0.5301385700859678,10718.235737358717,8.476671174869544
1505,18071.56569478004,108.94785525355432,10.567235778093874,11061.30269995153,-0.0402004091004082
1347,1067.0338250775387,113.2441911384265,22.8697328720757,9499.919712339868,2.970211608783916
1472,2429.755847246452,115.21627252865366,15.208570523533387,10107.419892506256,-4.50446994153681
1230,39792.946111570345,62.57515664657663,4.121331130596499,10368.813498596792,9.773536542625544
1189,20590.99648442812,117.27694895898044,21.51416829511455,10344.287566658548,7.374200618067842
1224,48821.64669056775,90.87722485613268,20.50145767036133,12651.649867756369,4.516014171200144
1384,41532.38773270719,19.40057234843543,18.60013653343819,8114.822725461316,-4.088670903650296
1376,904.4819439388212,57.2280127761564,-0.924974955018584,6025.249985540711,-3.8769505794082897
1282,43512.011984940815,86.19974104464048,36.71614717403039,11461.720130275757,3.174604461860346
1957,10722.022076372412,29.68083789829,21.65148866656464,5886.635139509641,-0.7240334569484865
1632,24364.619978508657,76.87382202586649,6.879628623939576,9223.04621072456,4.3418417125476
1627,25355.45526209372,79.9920574855943,25.93381856775343,8888.020381358712,3.972887227716587
1972,3080.0879875526543,19.523969257027908,9.30585958909993,5714.2429226415325,7.579770974189467
1744,6370.715756463431,67.81023749433075,17.763521204849162,7163.87035269474,-0.7793440893103645
1258,21210.065331127487,92.59522931743292,10.350929697654234,9600.153383268977,3.667952867364889
1358,32166.78174011188,59.86747974431303,34.61773119419618,9580.912336452784,6.660449782581415
1709,13294.407169282984,1.452374013132891,39.72912630407186,3462.806974121468,2.361594794834893
1455,26367.40820034044,1.0846162895150613,2.253192939755441,6623.071278681715,7.459654974084167
1410,19018.85539190825,42.84352127640146,-3.938947224953141,7101.677753388138,-3.0308569763934057
1648,31555.13893704809,111.14328821181384,4.869512814191911,11785.669830042232,6.008466477207151
1317,21279.421334664068,27.44121355243305,21.547839239392605,5128.339089250298,9.144731372814675
1676,42596.4916860917,76.12364266460246,2.827801280988988,9913.170106107144,-0.0217501850965087
1224,49188.82902062329,26.64910448319847,31.516799107276903,9128.637468360748,0.4950466361794738
1818,45661.28644294712,38.60039875914583,13.390175955749909,7752.1528603860625,-3.7467548421371792
1233,8513.351347549105,101.76505075217808,22.47397333213583,9161.189647064995,4.622391693620676
1683,22913.16616332593,87.46337307239362,15.50280287302865,10065.300593475533,3.286760884523053
1663,22995.00426082848,11.447913277585275,35.649756472852914,7547.332487817549,-4.394813619014483
1974,42039.27294820693,51.44424251837204,-3.4189098321975,9556.897294159297,6.283180404569675
1826,17923.74725859953,3.500371637431736,27.818585304546986,5783.286044211346,7.439267436175374
1373,27525.13328216925,57.70681759236108,24.347746000339,8838.65647482586,8.606794062111312
1671,30503.02226133165,79.49208140412817,24.228176394359195,10111.563793640968,3.186011292559632
1607,5664.887201300497,14.220314831778186,13.62952268671923,4387.029740184001,1.7887005235263604
1471,27942.2604166558,34.66619266909988,-4.294614718584612,7277.87723087748,8.14205731798116
1232,12417.390268896144,47.740395060258834,26.015832488558104,6639.856424613486,0.9804522860220856
1691,10410.18232903898,110.34372295872598,32.3262045763714,11287.280263691056,4.831646878518425
1112,12590.747449598344,119.19060185075568,-1.1646360055693346,9363.864364636453,4.230433846013895
1829,5057.664733511286,5.389355879473903,14.872787690978589,4998.982323228927,0.582416497277678
1496,3579.53950603549,91.32095081944703,2.316768427617439,7936.711746095406,-3.696650936509278
1441,32378.631833087147,44.60688796828119,22.49220038933237,7663.061288866339,-4.678766919939715
1563,47054.84530798525,47.0949823475376,30.35221943615665,9104.4480697064,1.4235661080308084
1267,34431.1810950888,90.51179680164272,25.001795421733284,9911.696155031008,2.218023622350352
1509,15661.5948697757,110.21117185744905,9.312703171864849,10502.960866057929,7.34017402284838
1806,16818.825088823083,114.1114313403058,1.2879716274572717,11725.829269951562,1.216174748672067
1385,27115.321240884183,69.25471032459849,30.7420665722708,10011.340748317743,-0.7826018789979612
1386,43328.46362795245,42.85453911606034,9.576258632171148,7854.812634784348,1.9314470211272985
1112,10202.981062394252,94.5058903030535,-4.003707571500824,8147.294676639061,-1.4301427936396829
1612,23478.716953522093,30.120165991476032,20.713954645716285,5178.22226436933,-3.629590833275653
1624,24997.4414498979,67.68888346002213,6.100478960502025,8337.556282829299,-3.304354494708392
1951,46568.05874823458,43.02941538298478,32.85426992611796,8841.427386500069,-0.2126831015460863
1080,26854.02862007212,78.79572884494513,1.4464841975850344,9917.158312103693,-4.80985373662264
1698,39064.84779607845,28.847869547220828,14.566038207666264,5864.353251287796,-1.696950699781428
1112,4481.278876972605,22.99115348817909,6.390859162495531,5670.954862593594,6.812847113985308
1001,16413.488276691478,110.18869040105244,26.03207286494866,10974.713529706947,-1.480742113545337
